"시도별","산업별",2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"시도별","산업별",총 사업체 수,총 사업체 수,총 사업체 수,20대 이하,20대 이하,20대 이하,30대,30대,30대,40대,40대,40대,50대,50대,50대,60대 이상,60대 이상,60대 이상
"시도별","산업별",원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률,원데이터,전년 대비 증감,증감률
"전라북도","숙박 및 음식점업",27415,292,1.1,2099,165,8.5,4398,160,3.8,6493,37,0.6,8322,-11,-0.1,6103,-59,-1.0
"전라북도","정보통신업",804,87,12.1,60,13,27.7,137,16,13.2,281,-1,-0.4,223,36,19.3,103,23,28.8
"전라북도","부동산업",4148,-22,-0.5,68,13,23.6,275,8,3.0,1054,-4,-0.4,1542,-53,-3.3,1209,14,1.2
"전라북도","전문과학기술서비스업",2494,5,0.2,134,-2,-1.5,436,14,3.3,857,3,0.4,680,4,0.6,387,-14,-3.5
"전라북도","사업시설관리, 사업지원 및 임대 서비스업",3421,38,1.1,177,3,1.7,522,-10,-1.9,1059,11,1.0,1020,7,0.7,643,27,4.4
"전라북도","교육 서비스업",6211,287,4.8,331,56,20.4,1480,132,9.8,2614,80,3.2,1447,13,0.9,339,6,1.8
"전라북도","예술, 스포츠 및 여가관련 서비스업",3330,24,0.7,175,2,1.2,585,3,0.5,991,6,0.6,1026,11,1.1,553,2,0.4
"전라북도","협회 및 단체, 수리 및 기타 개인서비스업",13302,-72,-0.5,700,97,16.1,1852,51,2.8,4399,-118,-2.6,3771,-72,-1.9,2580,-30,-1.1
"전라남도","전산업",148297,2724,1.9,6568,869,15.2,18327,995,5.7,41394,171,0.4,47388,581,1.2,34620,108,0.3
"전라남도","제조업",13483,215,1.6,331,14,4.4,1179,108,10.1,3289,18,0.6,4687,74,1.6,3997,1,0.0
"전라남도","건설업",22588,1225,5.7,638,100,18.6,1891,126,7.1,6999,287,4.3,9034,440,5.1,4026,272,7.2
